Time,13 ZONE PVAV:DesPer 1:Des Heat Mass Flow [kg/s],13 ZONE PVAV:DesPer 1:Des Heat Cap [W],13 ZONE PVAV:DesPer 1:Des Cool Mass Flow [kg/s],13 ZONE PVAV:DesPer 1:Des Sens Cool Cap [W],13 ZONE PVAV:DesPer 1:Des Tot Cool Cap [W],13 ZONE PVAV:DesPer 2:Des Heat Mass Flow [kg/s],13 ZONE PVAV:DesPer 2:Des Heat Cap [W],13 ZONE PVAV:DesPer 2:Des Cool Mass Flow [kg/s],13 ZONE PVAV:DesPer 2:Des Sens Cool Cap [W],13 ZONE PVAV:DesPer 2:Des Tot Cool Cap [W],13 ZONE PVAV:DesPer 3:Des Heat Mass Flow [kg/s],13 ZONE PVAV:DesPer 3:Des Heat Cap [W],13 ZONE PVAV:DesPer 3:Des Cool Mass Flow [kg/s],13 ZONE PVAV:DesPer 3:Des Sens Cool Cap [W],13 ZONE PVAV:DesPer 3:Des Tot Cool Cap [W]
00:15:00,2.131259E+00,2.596037E+04,2.892623E+00,3.243728E+04,3.683292E+04,2.131259E+00,2.596029E+04,2.751199E+00,3.076045E+04,3.840453E+04,2.131259E+00,2.632162E+04,2.197964E+00,8.915662E+03,2.704984E+04
00:30:00,2.131259E+00,2.596040E+04,2.874413E+00,3.223191E+04,3.662133E+04,2.131259E+00,2.596031E+04,2.736323E+00,3.059269E+04,3.823847E+04,2.131259E+00,2.632163E+04,2.197964E+00,8.983184E+03,2.701505E+04
00:45:00,2.131259E+00,2.596043E+04,2.857082E+00,3.203644E+04,3.642764E+04,2.131259E+00,2.596034E+04,2.723855E+00,3.045208E+04,3.809189E+04,2.131259E+00,2.632164E+04,2.197964E+00,9.051028E+03,2.698675E+04
01:00:00,2.131259E+00,2.596045E+04,2.840515E+00,3.184957E+04,3.624802E+04,2.131259E+00,2.596035E+04,2.711924E+00,3.031753E+04,3.794466E+04,2.131259E+00,2.632164E+04,2.197964E+00,9.119062E+03,2.696432E+04
01:15:00,2.131259E+00,2.596046E+04,2.825043E+00,3.167511E+04,3.608523E+04,2.131259E+00,2.596036E+04,2.700813E+00,3.019229E+04,3.780385E+04,2.131259E+00,2.632164E+04,2.197964E+00,9.110364E+03,2.686878E+04
01:30:00,2.131259E+00,2.596047E+04,2.811159E+00,3.151856E+04,3.594445E+04,2.131259E+00,2.596037E+04,2.690195E+00,3.007263E+04,3.767123E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.102112E+03,2.677859E+04
01:45:00,2.131259E+00,2.596048E+04,2.799381E+00,3.138576E+04,3.583163E+04,2.131259E+00,2.596038E+04,2.680040E+00,2.995818E+04,3.754829E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.094252E+03,2.669338E+04
02:00:00,2.131259E+00,2.596049E+04,2.788122E+00,3.125879E+04,3.572561E+04,2.131259E+00,2.596039E+04,2.670326E+00,2.984870E+04,3.743390E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.086660E+03,2.661274E+04
02:15:00,2.131259E+00,2.596050E+04,2.777288E+00,3.113663E+04,3.562510E+04,2.131259E+00,2.596040E+04,2.660974E+00,2.974331E+04,3.732556E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.079234E+03,2.653631E+04
02:30:00,2.131259E+00,2.596050E+04,2.766849E+00,3.101891E+04,3.552928E+04,2.131259E+00,2.596040E+04,2.651959E+00,2.964171E+04,3.722394E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.071933E+03,2.646381E+04
02:45:00,2.131259E+00,2.596050E+04,2.756782E+00,3.090540E+04,3.543766E+04,2.131259E+00,2.596040E+04,2.643262E+00,2.954369E+04,3.712887E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.064749E+03,2.639501E+04
03:00:00,2.131259E+00,2.596050E+04,2.748254E+00,3.080923E+04,3.536489E+04,2.131259E+00,2.596041E+04,2.634867E+00,2.944908E+04,3.703938E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.057681E+03,2.632970E+04
03:15:00,2.131259E+00,2.596050E+04,2.740120E+00,3.071751E+04,3.529666E+04,2.131259E+00,2.596041E+04,2.626701E+00,2.935705E+04,3.695355E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.050721E+03,2.626769E+04
03:30:00,2.131259E+00,2.596051E+04,2.732201E+00,3.062822E+04,3.523078E+04,2.131259E+00,2.596041E+04,2.618741E+00,2.926733E+04,3.687045E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.043855E+03,2.620878E+04
03:45:00,2.131259E+00,2.596051E+04,2.724479E+00,3.054114E+04,3.516706E+04,2.131259E+00,2.596041E+04,2.610970E+00,2.917974E+04,3.678952E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.037072E+03,2.615279E+04
04:00:00,2.131259E+00,2.596051E+04,2.716940E+00,3.045613E+04,3.510536E+04,2.131259E+00,2.596042E+04,2.603373E+00,2.909412E+04,3.671037E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.030365E+03,2.609955E+04
04:15:00,2.131259E+00,2.596051E+04,2.709625E+00,3.037364E+04,3.504623E+04,2.131259E+00,2.596042E+04,2.596001E+00,2.901103E+04,3.663367E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.023726E+03,2.604891E+04
04:30:00,2.131259E+00,2.596051E+04,2.702535E+00,3.029369E+04,3.498935E+04,2.131259E+00,2.596042E+04,2.588854E+00,2.893048E+04,3.656139E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.017150E+03,2.600072E+04
04:45:00,2.131259E+00,2.596051E+04,2.695667E+00,3.021625E+04,3.493454E+04,2.131259E+00,2.596042E+04,2.581932E+00,2.885246E+04,3.649412E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.010631E+03,2.595485E+04
05:00:00,2.131259E+00,2.596051E+04,2.689022E+00,3.014132E+04,3.488185E+04,2.131259E+00,2.596042E+04,2.575234E+00,2.877696E+04,3.643135E+04,2.131259E+00,2.632165E+04,2.197964E+00,9.004165E+03,2.591115E+04
05:15:00,2.131259E+00,2.596051E+04,2.682766E+00,3.007077E+04,3.483359E+04,2.131259E+00,2.596042E+04,2.568958E+00,2.870623E+04,3.637522E+04,2.131259E+00,2.632165E+04,2.197964E+00,8.997749E+03,2.586951E+04
05:30:00,2.131259E+00,2.596051E+04,2.676932E+00,3.000499E+04,3.478885E+04,2.131259E+00,2.596042E+04,2.563142E+00,2.864067E+04,3.633351E+04,2.131259E+00,2.632165E+04,2.197964E+00,8.991379E+03,2.582982E+04
05:45:00,2.131259E+00,2.596051E+04,2.671540E+00,2.994418E+04,3.474724E+04,2.131259E+00,2.596042E+04,2.557804E+00,2.858050E+04,3.630852E+04,2.131259E+00,2.632165E+04,2.197964E+00,8.985052E+03,2.579197E+04
06:00:00,2.131259E+00,2.596051E+04,2.666608E+00,2.988856E+04,3.470919E+04,2.131259E+00,2.596043E+04,2.552960E+00,2.852588E+04,3.629842E+04,2.131259E+00,2.632165E+04,2.197964E+00,8.978766E+03,2.575585E+04
06:15:00,2.131259E+00,2.596051E+04,2.662198E+00,2.983883E+04,3.467600E+04,2.131259E+00,2.596043E+04,2.548687E+00,2.847771E+04,3.630152E+04,2.131259E+00,2.632165E+04,2.197964E+00,8.972519E+03,2.572137E+04
06:30:00,2.131259E+00,2.596051E+04,2.671107E+00,2.993927E+04,3.481574E+04,2.131259E+00,2.596043E+04,2.556807E+00,2.856923E+04,3.649788E+04,2.131259E+00,2.632165E+04,2.197964E+00,8.966309E+03,2.568844E+04
06:45:00,2.131259E+00,2.596051E+04,2.696683E+00,3.022759E+04,3.512871E+04,2.131259E+00,2.596043E+04,2.580760E+00,2.883918E+04,3.686951E+04,2.131259E+00,2.632165E+04,2.197964E+00,8.960134E+03,2.565697E+04
